Date,Open,High,Low,Close,Volume,Turnover,Unadjusted Close,Dividend,Constituent_S&P 500,Constituent_S&P MidCap 400,Constituent_S&P SmallCap 600
2001-08-17,23.292877,23.311363,23.163473,23.311363,871450.94,20314710.0,126.1,0.0,0,0,0
2001-08-20,23.30212,23.35758,23.24666,23.35758,430045.62,10044825.0,126.35,0.0,0,0,0
2001-08-21,23.50547,23.58866,23.30212,23.30212,810325.0,18882290.0,126.05,0.0,0,0,0
2001-08-22,23.699577,23.81974,23.579416,23.58866,980720.44,23133880.0,127.6,0.0,0,0,0
2001-08-23,23.477741,23.522108,23.431524,23.477741,776245.9,18224500.0,127.0,0.0,0,0,0
2001-08-24,23.732855,23.801254,23.662605,23.797556,311039.28,7401975.0,128.73,0.0,0,0,0
2001-08-27,23.801254,23.801254,23.714367,23.755037,80599.75,1914700.0,128.5,0.0,0,0,0
2001-08-28,23.58866,23.616388,23.43892,23.483288,576639.8,13558027.0,127.03,0.0,0,0,0
2001-08-29,23.542444,23.551687,23.348337,23.376066,231521.42,5410912.0,126.45,0.0,0,0,0
2001-08-30,23.108013,23.108013,22.97861,23.04331,66535.36,1531181.0,124.65,0.0,0,0,0
2001-08-31,23.034067,23.135742,22.997095,23.09877,2987600.0,68862030.0,124.95,0.0,0,0,0
2001-09-04,22.608881,22.830717,22.571907,22.571907,1027782.0,23289174.0,122.1,0.0,0,0,0
2001-09-05,22.497961,22.562664,22.368557,22.433258,56798.48,1275573.0,121.35,0.0,0,0,0
2001-09-06,22.09126,22.09126,21.924883,21.924883,513350.06,11286086.0,118.6,0.0,0,0,0
2001-09-07,21.88791,21.88791,21.721533,21.795479,180132.33,3928420.0,117.9,0.0,0,0,0
2001-09-10,21.31483,21.555155,21.185427,21.545912,2593256.2,55600668.0,116.55,0.0,0,0,0
2001-09-17,20.381268,20.686293,20.353537,20.603104,307252.72,6335108.0,111.45,0.0,0,0,0
2001-09-18,20.41824,20.566132,20.33505,20.436728,1787799.8,36624656.0,110.55,0.0,0,0,0
2001-09-19,20.630835,20.630835,20.122458,20.381268,785441.8,16148330.0,110.25,0.0,0,0,0
2001-09-20,19.835918,19.835918,19.49392,19.49392,221784.53,4352318.0,105.45,0.0,0,0,0
2001-09-21,18.116682,19.133434,18.116682,18.94857,198524.2,3723361.0,102.5,0.0,0,0,0
2001-09-24,19.595594,19.863647,19.475433,19.826675,251536.12,4979034.0,107.25,0.0,0,0,0
2001-09-25,20.039268,20.205647,19.882135,20.057755,273173.62,5482522.0,108.5,0.0,0,0,0
2001-09-26,20.233376,20.233376,20.094728,20.159431,249913.31,5033628.0,109.05,0.0,0,0,0
2001-09-27,20.159431,20.482943,20.122458,20.477396,1194390.9,24097648.0,110.77,0.0,0,0,0
2001-09-28,20.686293,20.919222,20.645622,20.876703,1197095.6,24779028.0,112.93,0.0,0,0,0
2001-10-01,20.556889,20.763937,20.516218,20.763937,780573.4,16207775.0,112.32,0.0,0,0,0
2001-10-02,20.550264,20.837229,20.550264,20.837229,557963.6,11557410.0,112.55,0.0,0,0,0
2001-10-03,20.457697,21.140854,20.457697,21.050137,717844.75,15083100.0,113.7,0.0,0,0,0
2001-10-04,21.235273,21.383385,21.031622,21.274153,1041388.0,22185844.0,114.91,0.0,0,0,0
2001-10-05,21.274153,21.401897,21.16122,21.307478,493687.06,10511795.0,115.09,0.0,0,0,0
2001-10-08,21.05569,21.3371,21.031622,21.179733,230099.22,4879293.0,114.4,0.0,0,0,0
2001-10-09,21.281557,21.357466,21.09642,21.124191,4397812.0,93905100.0,114.1,0.0,0,0,0
2001-10-10,21.383385,21.587034,21.383385,21.550009,152319.2,3281196.0,116.4,0.0,0,0,0
2001-10-11,21.78143,21.83512,21.568521,21.698118,355411.47,7696606.0,117.2,0.0,0,0,0
2001-10-12,21.438927,21.670347,21.438927,21.670347,150158.64,3243918.0,117.05,0.0,0,0,0
